,0
115,3322.2550303802227
116,1033.7349639264148
117,1097.932794910165
118,1919.123739850549
119,1893.0399592856083
120,4142.060506945981
121,1104.0947206011283
122,1101.1725960069246
123,1146.7187097220317
124,3238.452843548057
125,4977.062828015945
126,1906.9702847597757
127,773.4656946192023
128,1619.7735973411682
129,1923.2080311857367
130,2443.6534063647314
131,1920.2328949250732
132,1922.1719735681877
133,-858.4045562006963
134,1125.4463598424836
135,690.7790129450455
136,789.6421557958248
137,1141.825097230534
138,-173.58684628072433
139,2720.582657207223
140,1632.9446729620004
141,1007.3611346788215
142,1991.6295208474494
143,1912.0726850045971
144,1096.6591714398332
145,1894.3184745553522
146,2740.0030621401306
147,4943.185658372468
148,1955.2266246428017
149,2497.9116805333397
150,2007.117742447971
151,3547.937151869295
152,783.3199979771316
153,3560.686883639015
154,2420.317661821426
155,1883.984908680553
156,788.6510900309131
157,1147.7778562251997
158,1069.347026090236
159,1152.1476640956103
160,2741.259503338004
161,2727.6915880329125
162,3572.082670244564
163,2692.700751717888
164,1177.559167352711
165,-56.26518483068753
166,2482.91078115636
167,2794.5013324424917
168,2734.850972945843
169,1616.4083692992585
170,3544.8831887455312
171,2765.2291468565586
172,-73.94741106934248
173,-866.9661179839804
174,2755.7573427725474
175,3268.665109396609
176,3273.690058792513
177,4126.419259854261
178,2488.1270250217294
179,4961.196609640178
180,1922.87312698993
181,3237.787725646613
182,3565.9037145522584
183,1108.8471908450001
184,-43.90600499836319
185,2007.1756544679183
186,3560.122252133546
187,3572.0618433284194
188,3644.6886007478447
189,2731.466640349399
190,1874.7206486860143
191,3268.195134819844
192,2677.535619522218
193,1533.5681279836267
194,1080.978656496081
195,4146.038935503572
196,1503.0773420642522
197,3570.5788567043965
198,2701.4205452953524
199,-946.6097724046526
200,3312.6042189373175
201,1900.353045245681
202,3598.8846827954567
203,2712.325350764092
204,1621.29039896559
205,1872.1241654997898
206,3645.3811009052993
207,1133.011854181299
208,3572.7812601934183
209,1868.279817022135
210,3291.9954534671315
211,-959.3029338749832
212,3271.4140629772855
213,1105.8901922172495
214,3568.626160041646
215,1952.242824750664
216,-113.84469512303258
217,4962.6810718737115
218,2686.8408451671094
219,3530.9552557986303
220,713.9116111815351
221,1895.0912862441567
222,2709.3852905685985
223,2750.6294386619306
224,1897.8143889531166
225,1062.341154498411
226,3249.4315791983354
227,2684.041541058412
228,1508.3503397015606
229,1960.0413883661195
230,3577.5575511593884
231,764.5176020283111
232,1893.7278130188256
233,1908.0676238083815
234,1055.7854662004966
235,1993.7215262131876
236,1956.7858298607232
237,1875.2684003693537
238,1530.9482327024807
239,2787.8447999592145
240,-860.2638216207679
241,3609.87148747485
242,741.3162868008712
243,1945.1705756471993
244,-16.984752643045113
245,1949.9946702809518
246,1094.9779278324868
247,1162.5627611669943
248,-864.6566194113864
249,3574.1188231881038
250,3542.1282091821627
251,774.4480008740488
252,-967.4118530557391
253,1960.4782771017126
254,3576.104014072457
255,1925.5457397205932
256,3560.4306952686934
257,4149.693252027594
258,1050.066398413724
259,1097.522074082682
260,2775.0930859630294
261,1990.0801794006893
262,2419.0945173747987
263,4097.7048436437
264,3657.4078772058297
265,2703.4498724344016
266,2442.0909053141163
267,2779.8542943505404
268,1975.2967646043362
269,4125.657727076119
270,3609.4676748301786
271,1892.8681914900742
272,4124.9360392518865
273,2744.920920652188
274,1086.3283850762969
275,1075.2187790468902
276,2784.457458138907
277,1035.097709438898
278,1831.9928200138172
279,1620.3328311464097
280,3327.217788497109
281,3272.477271441017
282,2771.8605769475244
283,2816.8140027622735
284,4962.224812358693
285,3646.724812127725
286,-129.12562262814617
287,1153.4933643265172
288,1083.6795189417603
289,1059.394643685323
290,1065.0535830477108
291,1902.3935930227517
292,1880.3345163204708
293,2497.558897763353
294,4133.952625858611
295,3553.8185275971923
296,1892.931244922718
297,2729.0553239378796
298,782.8167179603647
299,787.993697896134
300,1602.8339472513912
301,2776.4178774309935
302,3489.0161167536735
303,1905.0198076368579
304,1099.7814503337693
305,2707.4409042456755
306,4152.311562372656
307,1842.8830215454825
308,2741.810387567518
309,4147.8486830808215
310,1071.6481431366783
311,3559.7025551829342
312,1615.8353802854845
313,1951.2422684172614
314,1957.9573116388722
315,775.6822701309352
316,3580.894754960256
317,2669.5129707507003
318,3560.1499208349173
319,1616.7240827019637
320,2005.7106737226945
321,1604.37222359766
322,2727.198342180405
323,3529.6783592264565
324,3576.9942961884385
325,3308.5455782207996
326,-862.9962448296517
327,1910.063305461444
328,1093.7938524843457
329,762.0695730379549
330,711.3801108417038
331,3571.198831147888
332,3605.0516349056247
333,-996.69500353063
334,1934.760123666045
335,1954.0590325704468
336,1127.9385949087227
337,1867.0210374541437
338,3311.975960881825
339,3591.9786758029413
340,3251.793423754232
341,1102.9518324845867
342,2824.411616835675
343,3534.636254212574
344,2003.2457823205727
345,3320.005896911163
346,2773.9432714767
347,4947.516719440607
348,2678.8450216551805
349,1992.869983846791
350,3520.29714083148
351,1092.4364139604254
352,-159.98378271465936
353,1071.4490894772985
354,3545.452070923337
355,3244.3982595178386
356,3556.941475456497
357,1096.6002647606174
358,2822.308082889482
359,2738.9295177519693
360,1572.4383269108944
361,1878.601894275957
362,1100.1349575389609
363,1060.297868543422
364,765.4840307808001
365,1616.170846379417
366,1570.905108190288
367,1924.7133166651997
368,2739.666503542576
369,2709.628521052376
370,3595.4432321690933
371,720.1201248620873
372,-114.15813414044032
373,4138.131999158752
374,3592.347536881775
375,1876.1766224795915
376,3606.356227018564
377,1615.0860615647557
378,2779.472509621362
379,3549.7941891227447
380,2005.659029906194
381,2745.8943817091395
382,1129.4005833037834
383,-966.0769608053731
384,1879.4108566343239
385,-1010.8823730719921
386,800.1963221235333
387,2690.97786654944
388,1991.410051568043
389,1041.8680451294883
390,2685.3137670595415
391,3568.4016693289655
392,1894.4536861645538
393,687.3725960163715
394,1948.9083153583474
395,2694.590786414357
396,1141.8975132733049
397,1910.1791295013384
398,3306.2312543983226
399,1606.9849612720977
400,1876.6647822564498
401,1097.958449438123
402,3288.930779266318
403,-157.9129877479395
404,2697.758209976159
405,3577.612008804951
406,1164.8149504160965
407,3554.566930946704
408,1061.0277301844512
409,-45.49179639208114
410,3629.719823738347
411,2441.7719038093587
412,1064.6047485749784
413,3268.70565608524
414,1878.0000254499412
415,-119.79905590370981
416,3657.659380835314
417,1072.4740874989707
418,1545.3051980422047
419,4100.463641952169
420,1876.5631349891225
421,2470.020545875712
422,1032.299266507784
423,1929.4250975252871
424,1918.6534889145914
425,3254.475775808069
426,3530.0177932488937
427,1177.0402559715792
428,3547.8753321237195
429,1053.04469225226
430,761.258743006028
431,2677.7003650516713
432,787.5768434639253
433,1923.3542807620447
434,2446.0562829236437
435,4950.695565246704
436,-846.1330286330517
437,1053.5308491466303
438,3557.653016368392
439,2445.7260000830443
440,1876.5029595555884
441,2832.6499930459754
442,1169.6026271661963
443,1609.0638113808575
444,2432.7936618723356
445,1916.887694183536
446,2737.821571840591
447,3524.0695814410506
448,4957.150192196881
449,2426.111053515483
450,785.9544882078462
451,-29.290859431339186
452,2657.4777543018276
453,1930.3741150775907
454,2728.3190065599115
455,1884.612094915402
456,2498.7183247319776
457,1102.9527856838226
458,3651.929329081259
459,2007.6290228526468
460,2748.179479463529
461,1945.7960698908132
462,1182.5832332221983
463,2424.9532780009195
464,4143.224630734981
465,712.3054333596965
466,1131.7382207376293
467,1128.416069972519
468,3555.208416901021
469,1945.6891130962576
470,3657.748730808947
471,1611.5374570343633
472,2734.931505432676
473,-898.3667556303876
474,-1010.6060151674992
475,1072.3114317951329
476,3503.8280983319946
477,3655.5151754911194
478,-980.8282490135584
479,1633.5055922409165
480,3542.812166180346
481,777.9457902101079
482,3290.3957391095933
483,3611.966077492784
484,3572.2556726210532
485,1959.1636400492382
486,3622.3477283660077
487,2706.543431541595
488,3531.803185557726
489,1027.317840371252
490,2440.6976543416104
491,3526.8313546644026
492,2726.8775529557133
493,1079.5041143195774
494,742.4896542109273
495,3309.9854840856406
496,1899.7874442996417
497,4140.757136600235
498,2805.663917541383
499,2737.883687635933
500,2697.237052226327
501,1626.2168488491643
502,1093.6601453231465
503,3549.1824921520874
504,1097.652560592422
505,3252.5154098653497
506,-44.89158988028976
507,1854.1215726475439
508,3297.025964186219
509,3554.194101422545
510,3220.1940957455913
511,3602.5839075928966
512,-953.1621564768038
513,1958.2275143903612
514,2815.2037837533067
515,2724.7480112816525
516,-104.1342006718462
517,3577.2071998269375
518,2725.5075232567247
519,1503.4431299046028
520,1859.571007533486
521,794.169700150881
522,1026.8194507112376
523,1997.7298489957434
524,4945.542056379163
525,4953.8185468613565
526,2742.8608508146704
527,2450.3846166977546
528,1534.9151184573907
529,2749.980826121822
530,1085.3484416592646
531,2781.230780442323
532,1907.6183537811025
533,1912.2848753001854
534,1542.1823099242752
535,3603.098174861736
536,1901.5473534449552
537,3648.4500609696192
538,1945.3817074353815
539,3588.860579552766
540,2803.466786997925
541,679.3928319636348
542,1159.7039425809467
543,-1007.1978218492968
544,3625.7263127948077
545,4965.716537043224
546,2413.293148747844
547,1633.618107022528
548,3492.38790796844
549,3657.879446511113
550,1131.7932534874064
551,1919.2735697496419
552,710.4481522128581
553,4143.594267137075
554,2431.002581142647
555,1607.292159731552
556,3323.3864752185955
557,712.3303957855906
558,2819.0866134687753
559,3635.4095978497094
560,2713.077640188661
561,1147.098024139781
562,3257.134074965132
563,3578.1085426634563
564,3649.965719452824
565,3550.140654705357
566,4149.665212452634
567,2723.4019359012786
568,2001.1677736222032
569,3578.1184704383045
570,1085.4146268249183
571,2726.625530555899
572,1597.6302485887652
573,1613.988345831288
574,3319.7596023787023
575,-861.0487482883414
576,-67.52233225852092
577,1085.4262092289077
578,1599.0302218079196
579,1882.3916966650681
580,2773.632494111989
581,706.6095211007078
582,4141.158143687142
583,3282.3448275455767
584,1928.02673835201
585,3530.8483071348983
586,3552.7315708602796
587,1022.4483582993208
588,3514.44891726818
589,2761.22066849585
590,3557.973317666102
591,1068.7237166748832
592,2711.8388477009075
593,3313.741131916458
594,2722.8155169275865
595,1069.4437933363638
596,1960.670595014463
597,1910.4043657001835
598,3304.1928693750638
599,2437.5700622263025
600,3295.670446910041
601,3315.8810680105953
602,2417.283269652456
603,1984.3911072426663
604,1950.6311387056594
605,4971.628200477283
606,1913.7382523677702
607,1093.8578902117454
608,1007.1206215980341
609,795.322849134358
610,788.4432463921244
611,1875.1415958252878
612,3241.6771110075492
613,3266.7199565527467
614,2741.067505938257
615,788.5735390469927
616,2002.648048699557
617,1147.9077133817063
618,2489.936518692069
619,-111.09652294488183
620,797.6088592980627
621,-841.4117109746308
622,1881.7649103372348
623,2710.8081513931347
624,2802.758918297419
625,2722.4372121447072
626,789.5164107551212
627,3551.860753568131
628,1151.1775620149137
629,1092.8677044925748
630,1923.338156123623
631,1885.0112803695356
632,1125.607100967864
633,1172.517597278978
634,788.0980711753996
635,-874.6932742799377
636,2703.034799503458
637,1480.2074957177952
638,1069.311268768648
639,3264.2144619812075
640,747.0122273341377
641,2734.387924154552
642,4118.139717591335
643,2728.3939987799918
644,1896.9337435978118
645,2702.5030329954698
646,1904.4404688489576
647,2817.544447899559
648,1059.988655547066
649,725.9002519687156
650,2481.0246668664577
651,3573.4332895124
652,1624.741555021414
653,2731.326938974871
654,2823.2770244498797
655,3505.064958635627
656,1103.1101626199832
657,-139.37141547485953
658,4120.1922956385215
659,4144.537257580936
660,2827.75040471548
661,2781.543352805817
662,3526.636142359237
663,3501.8506233030153
664,1099.711602816571
665,1923.7811665365743
666,2746.807904497257
667,1867.5399197096406
668,2691.571254291682
669,3299.3551510654734
670,1099.6787088943513
671,3259.5024529015063
672,3538.4958883840886
673,1571.1288894904053
674,-880.8658662644013
675,1905.637327441542
676,1913.097404568096
677,785.7366500834889
678,1999.1464282390816
679,2715.644269198508
680,1991.0365786871566
681,4970.970612385354
682,1912.0637393645356
683,1531.3087075554695
684,2431.3251496433872
685,3515.7500198151997
686,1882.1394829170151
687,2725.0873884611005
688,3545.4346304877276
689,-869.6411385403694
690,4955.914107478546
691,1106.7653762887553
692,1894.5581436800965
693,2003.40933581627
694,677.6928962566044
695,1877.5650852453798
696,3523.9393139094595
697,1072.8974258520561
698,2749.120201968586
699,2717.0849024080903
700,3521.1695349317224
701,1927.3921670255263
702,1986.6095280375139
703,1508.330689425949
704,2500.6168411866824
705,3506.4796286532974
706,1072.532556107219
707,3599.532983428798
708,3317.5241983699034
709,3596.767172680734
710,3250.818710411384
711,2781.8987626778435
712,3576.497224711773
713,1076.2229230190196
714,1864.9207375912438
715,2780.742910462113
716,2725.1638904728507
717,-78.83409540573166
718,2779.606189103992
719,1079.3397409175436
720,2008.0608810585377
721,1580.1856266857585
722,-103.91365605999658
723,2710.4772589586532
724,3264.8746477864033
725,2741.9696993729017
726,1067.6431963041077
727,1926.5940630785929
728,4966.598762182241
729,2738.7560654933704
730,1897.99253380458
731,1974.0654173305643
732,2833.1314901261067
733,791.7565686003236
734,2490.663976485625
735,1997.3987372649412
736,3252.156108450586
737,1177.625394259749
738,3586.654300963263
739,1998.9956853907725
740,1900.0546538043595
741,1925.3494597600193
742,2725.317969115122
743,2690.6107728954876
744,3593.8925965328076
745,1948.4761140997668
746,3539.4291490558353
747,3289.3051701836985
748,3559.2543766176746
749,1120.8391431263794
750,4948.155131457726
751,3240.2521160408287
752,2692.2715599790117
753,1093.8818780287318
754,2000.1086516331557
755,2833.1695465963576
756,1917.5119583740357
757,1988.2544154395582
758,2736.0190500907524
759,760.6424749457219
760,3541.6243223568745
761,1918.3534261717236
762,2781.636321014975
763,1163.6976443980216
764,3251.5683840324946
765,1887.881145708633
766,4146.146067345561
767,1878.8743864368314
768,2001.053855177
769,2401.496892370698
770,1177.1716083168446
771,3262.414766449416
772,2670.7510330393857
773,-862.4954890349768
774,703.5861171850529
775,2764.347421203618
776,3246.175496464541
777,2763.445270970764
778,2690.805684311999
779,4148.229185451989
780,2496.379688170457
781,1916.4520621977285
782,1090.2437060651393
783,1078.0985564586285
784,2429.3157236963452
785,1628.5474698175321
786,1015.128496780202
787,3244.415719497925
788,1097.7700537718597
789,1858.2870293771414
790,2771.117561261319
791,3259.8366553927654
792,794.495974594303
793,3588.048540681809
794,1994.310579465634
795,799.9274134707534
796,3577.2447983451184
797,1078.395153533012
798,2438.7050954349834
799,1616.5681852142257
800,1908.1197049974362
801,3593.162656315611
802,2410.454520298705
803,-947.2580131348284
804,1883.9548063919437
805,2783.236382385306
806,2824.1335966101856
807,3520.4125583430764
808,2824.8451218615196
809,2693.9473130672204
810,1875.317919935274
811,2823.8537477199657
812,1969.607829670425
813,1163.0538174444087
814,2677.294700359214
815,2819.075917742184
816,2776.543825924086
817,3604.3010118152315
818,2723.715005034278
819,2746.526836153917
820,-860.6135062967546
821,3576.125880455281
822,-34.32830173030743
823,1574.3371965085685
824,1519.915479723355
825,1093.0186545877582
826,2727.416236629355
827,3582.142666405596
828,1050.1962219466132
829,788.0744420581603
830,1083.702970447399
831,-880.0069401816977
832,3528.988112939766
833,1862.1988023984243
834,1907.7039962211318
835,3318.621466893019
836,2710.1001229103204
837,2717.239597506708
838,2821.202770906635
839,795.4883679371137
840,4126.862883925719
841,719.5999922955593
842,788.1074153242438
843,1053.7758901712473
844,2727.2863746002604
845,1601.0922980965024
846,1607.9469173400632
847,1042.4876347994543
848,1622.9758964514388
849,2429.487993443817
850,3328.160927107676
851,3567.471639092047
852,4959.579905202876
853,2794.5692003690256
854,1106.2117078014862
855,3253.524038798654
856,1914.7052820464523
857,2788.8673607685655
858,630.6735638243529
859,3602.6724854409313
860,1977.526938744275
861,4961.860672345494
862,1884.6370631273874
863,1089.109061612014
864,1902.3675754410258
865,1625.2145686122853
866,4965.917721024071
867,2715.3547237819557
868,1923.223081948563
869,3569.303326006168
870,1983.2678146149324
871,657.1472115469746
872,1135.8237175276295
873,2801.4629123320788
874,2748.019090542748
875,-868.4995451574664
876,780.6290578611508
877,1176.881059627464
878,1176.1306785209822
879,1127.1907033806688
880,1888.9774507440452
881,4967.294184003184
882,3316.8943449404933
883,1607.5214336148222
884,4141.75180931937
885,2450.17783712922
886,3281.033101106176
887,1520.0515788697599
888,675.906718555239
889,2824.6439770760376
890,1074.251234148726
891,1050.6254755429186
892,1080.0946804898288
893,3570.734942943997
894,1073.1539149007747
895,3596.3114342623066
896,4148.598806750559
897,1882.0892540830914
898,1162.8943086022177
899,1616.3938557443823
900,787.8442058490359
901,1932.1636019263105
902,2731.19975555148
903,-112.84747172473408
904,3590.886393116548
905,3307.375960256316
906,1928.574573423192
907,1063.2440985013914
908,2825.8201856738824
909,1116.1191322635648
910,2747.520775552673
911,-859.0269677435329
912,2662.234699388656
913,1877.9696769572636
914,2707.9807138960327
915,2777.6166816308205
916,1619.3112457015704
917,1993.818746382627
918,4972.3960487103595
919,1999.2331310421027
920,3310.08927287612
921,1890.086119899229
922,2748.903113884121
923,2422.5524961409606
924,1046.285042822692
925,1876.776873855571
926,2490.6930166947736
927,3552.517239140803
928,2002.964131913544
929,1615.024933337968
930,-850.796144557793
931,4936.473149707828
932,4139.429730290269
933,2662.23971561336
934,4140.224072320849
935,1973.0844362848184
936,-42.09382609260115
937,2745.317343820901
938,-61.35783843208628
939,3570.4179499209613
940,4956.395222601265
941,1855.636466179831
942,2492.3362316287767
943,796.091467627919
944,1121.448825638393
945,-37.101816957038864
946,1086.3367433142698
947,1055.3917571058296
948,2702.501539599864
949,2499.032418504313
950,4133.8983791437995
951,4145.443263786114
952,1121.1056671075025
953,2499.779464329121
954,1107.2005437529292
955,1095.417914988374
956,1620.5128002005729
957,2704.265221281285
958,1053.8547415963885
959,2745.227288653327
960,1918.2012295324344
961,4142.591429225847
962,3533.2726741328383
963,1569.7396566651682
964,2418.3264414950468
965,1994.2415568192591
966,1975.8275701049092
967,3611.647303205309
968,2750.177544223013
969,-986.3456827140794
970,4927.10777584435
971,1923.2541792991133
972,4965.403857680747
973,2779.901611109606
974,1129.7500933644933
975,2748.2799321562375
976,2499.9205540217927
977,1858.3872622243862
978,2742.755987969551
979,1922.0486968124999
980,2707.9669013244475
981,1175.8381326386293
982,2705.835978776584
983,3607.6385274357845
984,3537.8397014723705
985,1134.415307362428
986,3579.0720642939514
987,1053.671404143635
988,1176.876425772504
989,3314.6295091073125
990,1964.036672926492
991,1911.3425366684826
992,2754.30511502788
993,3549.1085221177364
994,4929.675382973096
995,3511.321688648857
996,2779.8932646627372
997,1986.8719341007077
998,1921.1531523037197
999,1079.7668110486422
1000,3319.5004181937284
1001,3328.4107761080186
1002,3305.261944686561
1003,3640.7299102507122
1004,1904.306780411256
1005,3557.812035564281
1006,3572.1156228891064
1007,1900.5876006892593
1008,3548.886257736994
1009,3583.91189060015
1010,1865.8015389702284
1011,726.4992277178826
1012,2734.1804793937617
1013,1040.5578613567336
1014,1117.0415378337148
1015,1925.458175949167
1016,1060.0092299641929
1017,3576.9944431592735
1018,2744.2199686362455
1019,3262.5062964194217
1020,4954.056503648979
1021,1832.0413033228592
1022,3306.5749622294234
1023,795.2604222419873
1024,1089.7919290652153
1025,1030.0872738602916
1026,3247.799946073821
1027,3512.3520655046204
1028,2691.3534868462198
1029,3311.4934557395763
1030,1063.2617349296747
1031,1988.8035466528277
1032,3261.8665277704913
1033,1052.693042326867
1034,1861.7388794384492
1035,4975.576829957051
1036,3642.8125646126855
1037,1878.745572745211
1038,4974.758937741243
1039,1883.9897262327506
1040,3289.747371539773
1041,3559.0455372646074
1042,1576.50082316642
1043,4959.935940853679
1044,2736.9093466318823
1045,2001.1508851159783
1046,-186.88048285143486
1047,764.197334045823
1048,3318.852715401648
1049,2751.6956565232745
1050,1103.6019746300228
1051,2483.7675332070226
1052,715.2416632544932
1053,3591.3517932382815
1054,1177.20812487094
1055,1874.1078531008538
1056,2825.8314762430878
1057,2000.4245770409866
1058,3531.442944624335
1059,1852.040444808231
1060,1608.3724137074696
1061,2696.4135622639465
1062,3252.0326864779454
1063,1124.2744411684837
1064,-859.2041619305373
1065,4972.052750460237
1066,1171.300691041922
1067,3548.789762479059
1068,3562.348543809606
1069,-977.0560645460264
1070,1535.3307333645962
1071,1882.9844639207681
1072,2497.1809336994984
1073,1622.9054487033247
1074,3648.2803223376445
1075,4143.729438104518
1076,1161.6606774572724
1077,1904.912842680184
1078,1086.2551784287216
1079,1077.9061592154032
1080,1866.2079515292196
1081,1051.5022471780621
1082,774.5188033914328
1083,3505.0581662264967
1084,1046.0257183810404
1085,1915.2036872679205
1086,2497.10352682962
1087,1099.440477179464
1088,2757.523771093615
1089,760.5651953843077
1090,3486.8521676956652
1091,1929.1164593802878
1092,3575.854460840078
1093,3515.7875795483283
1094,1031.8152296078777
1095,2483.533817933136
1096,1095.6735566607022
1097,760.9939703308611
1098,3632.8997192386014
1099,1620.5281499808075
1100,2745.1475653624652
1101,1060.7382025480952
1102,1925.1425135336522
1103,1078.1638217027812
1104,1078.2855937944537
1105,2475.1039250901567
1106,1079.355589147347
1107,2775.578214396206
1108,-71.34170746243944
1109,2692.209493850662
1110,1957.119759120718
1111,2699.3021647662817
1112,1103.1458833982
1113,3591.772783529536
1114,1894.3253667527638
1115,3530.9799492769694
1116,2691.3632840166333
1117,1889.3839412121165
1118,3571.9582527184475
1119,3557.9924053802033
1120,4121.857356306709
1121,3609.773940363298
1122,3561.978416967216
1123,2753.9843814647365
1124,2740.854307695547
1125,3315.6810753894997
1126,-55.13688879851588
1127,797.5144646789558
1128,1076.1100688026565
1129,1953.5213460032546
1130,4147.36943847516
1131,780.4109639194495
1132,1904.1589130279665
1133,3614.3747919294497
1134,786.1300045230018
1135,1887.0180757660328
1136,2450.5931490436974
1137,4140.607537528305
1138,786.6048709949181
1139,3317.8681001442674
1140,1889.5002670932445
1141,1889.1026236679684
1142,1083.4245192110618
1143,1958.1168960405785
1144,1876.3340438130604
1145,794.5170522626797
1146,2480.6997621132655
1147,792.2850527336527
1148,1921.4344152571316
1149,726.7275665393881
1150,3255.9218390811443
1151,1093.9119117964951
1152,3589.2815527610273
1153,1150.714615372618
1154,2804.0646602418983
1155,2742.08718938703
1156,3538.578313474892
1157,3530.1172650272797
1158,1099.9474741827917
1159,1927.4386522168797
1160,792.163631975656
1161,2815.520613654565
1162,3542.5873905703797
1163,1907.8776810370427
1164,703.8518393841769
1165,1875.0714248756678
1166,3538.7464840673465
1167,1911.4531939401738
1168,1903.8826746838847
1169,1899.7734005497507
1170,1956.1070354985434
1171,3590.279324319903
1172,3302.562657750863
1173,1948.9833743376846
1174,1153.195840425563
1175,2447.415259511121
1176,1109.4377948743681
1177,1135.5332352420155
1178,3266.244857975405
1179,3262.8319349062385
1180,1950.758755035953
1181,1833.2431577572631
1182,2813.580074201385
1183,2422.156399792312
1184,2757.6826154911837
1185,1094.835528938904
1186,2444.5323634926917
1187,2807.120784040147
1188,3563.205044555532
1189,1173.4916462334031
1190,1085.734728634378
1191,1467.2942566569463
1192,3312.94781571538
1193,3608.0646938480218
1194,4961.427488511189
1195,-145.86466948313046
1196,-19.926930774256334
1197,1046.583464614243
1198,1036.1745926402104
1199,1933.9070986984548
1200,2450.6990453087433
1201,2727.976889540961
1202,2770.243088247219
1203,2499.0144784050544
1204,1580.5787448506367
1205,1849.2066696093668
1206,2717.442613917221
1207,3263.7785973864347
1208,1044.905785744049
1209,1925.3337316703396
1210,3536.07081767812
1211,2724.256954009096
1212,1175.6953239758
1213,2742.476414552643
1214,2444.227419860591
1215,1030.4087889203092
1216,3529.4757267258183
1217,785.2083642668161
1218,1936.4847304501418
1219,1894.5645601211334
1220,2471.5130144890027
1221,4962.146742487683
1222,2686.047520277579
1223,1614.9725081908211
1224,-109.36924615369844
1225,2716.0116680763635
1226,2831.3953329777305
1227,1039.8882339884053
1228,2479.1312421013663
1229,2491.9451638185265
1230,1107.6572213959403
1231,1958.8703267971891
1232,4122.287653572952
1233,-938.1717475490634
1234,-116.48332487703487
1235,2743.850281260058
1236,2765.2153298800977
1237,2745.473182461088
1238,1621.629062860845
1239,3652.7522495772046
1240,2478.7037453365015
1241,3575.292001059508
1242,2729.1996999628586
1243,3589.0900798633606
1244,3510.159030717131
1245,2782.358918047296
1246,2424.1448918984297
1247,1074.147935508825
1248,3574.329952681604
1249,2440.4418184949855
1250,-115.0967646081831
1251,3553.7016933091877
1252,1950.1416567984934
1253,1159.03659249012
1254,1909.3123785641792
1255,3554.9215302361026
1256,1539.8708924911011
1257,2727.506322496613
1258,3611.4811484617576
1259,698.0960268322629
1260,2725.80136796431
1261,2696.2882989743184
1262,3269.093442346523
1263,1073.3040222676887
1264,787.9048583675082
1265,1937.4104320705146
1266,3624.030204427379
1267,1911.764038675602
1268,4966.990588112959
1269,778.498325859296
1270,650.1491151167268
1271,1916.7541972741865
1272,1092.4525682303733
1273,-29.879083426626494
1274,2711.125960425293
1275,4960.905869961239
1276,2725.4844797118017
1277,2718.648994474661
1278,1929.1900954637722
1279,1026.5153018959265
1280,1902.9570393880138
1281,3319.6324584750014
1282,2743.3662436227596
1283,1621.0021383209355
1284,4139.010942663052
1285,2482.3037663983114
1286,3526.2032033134556
1287,-852.6646601513633
1288,1093.4114001754715
1289,1053.8275497242562
1290,2703.4861768872283
1291,1923.135154786009
1292,1864.8201369498813
1293,2699.51032660021
1294,-942.194799912884
